Carrier Code,Date (DD/MM/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Arrival Delay (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
DL,24-08-2024,531,N581NW,ATL,12:16:00,12:59:00,43,43,0,0,0,0
DL,24-08-2024,533,N6707A,ATL,13:48:00,13:34:00,-14,0,0,0,0,0
DL,24-08-2024,545,N903DN,ATL,22:48:00,22:26:00,-22,0,0,0,0,0
DL,24-08-2024,667,N705TW,JFK,23:18:00,22:58:00,-20,0,0,0,0,0
DL,24-08-2024,668,N703TW,JFK,10:48:00,10:23:00,-25,0,0,0,0,0
DL,24-08-2024,670,N711ZX,JFK,20:53:00,20:28:00,-25,0,0,0,0,0
DL,24-08-2024,679,N721TW,JFK,18:32:00,18:06:00,-26,0,0,0,0,0
DL,24-08-2024,680,N707TW,JFK,13:42:00,13:39:00,-3,0,0,0,0,0
DL,24-08-2024,756,N812DN,MSP,17:48:00,17:37:00,-11,0,0,0,0,0
DL,24-08-2024,823,N837DN,ATL,16:52:00,16:52:00,0,0,0,0,0,0
DL,24-08-2024,858,N914DU,MSP,20:37:00,20:34:00,-3,0,0,0,0,0
DL,24-08-2024,902,N516DA,SLC,12:37:00,12:29:00,-8,0,0,0,0,0
DL,24-08-2024,916,N582NW,ATL,10:16:00,10:22:00,6,0,0,0,0,0
DL,24-08-2024,920,N359NW,SLC,09:05:00,09:14:00,9,0,0,0,0,0
DL,24-08-2024,977,N577DN,BOS,11:37:00,11:19:00,-18,0,0,0,0,0
DL,24-08-2024,1088,N361NW,SLC,16:17:00,16:15:00,-2,0,0,0,0,0
DL,24-08-2024,1091,N337NB,SLC,22:56:00,22:35:00,-21,0,0,0,0,0
DL,24-08-2024,1421,N901DN,LAX,08:11:00,08:06:00,-5,0,0,0,0,0
DL,24-08-2024,1559,N3765,LAX,17:07:00,16:45:00,-22,0,0,0,0,0
DL,24-08-2024,1730,N3764D,SEA,00:05:00,23:57:00,-8,0,0,0,0,0
DL,24-08-2024,2054,N896DN,LAX,19:18:00,19:00:00,-18,0,0,0,0,0
DL,24-08-2024,2074,N813DN,MSP,13:08:00,12:57:00,-11,0,0,0,0,0
DL,24-08-2024,2078,N838DN,MSP,11:06:00,11:00:00,-6,0,0,0,0,0
DL,24-08-2024,2239,N302NB,LAX,21:38:00,21:20:00,-18,0,0,0,0,0
DL,24-08-2024,2267,N823DN,LAX,13:29:00,13:41:00,12,0,0,0,0,0
DL,24-08-2024,2272,N399DA,LAX,12:17:00,12:21:00,4,0,0,0,0,0
DL,24-08-2024,2985,N130DU,SEA,12:13:00,11:57:00,-16,0,0,0,0,0
DL,25-08-2024,314,N511DE,BOS,00:47:00,00:20:00,-27,0,0,0,0,0
DL,25-08-2024,315,N707TW,JFK,01:19:00,01:00:00,-19,0,0,0,0,0
DL,25-08-2024,361,N590NW,DTW,10:30:00,12:35:00,125,0,0,0,0,125
DL,25-08-2024,399,N882DN,ATL,00:30:00,00:28:00,-2,0,0,0,0,0
DL,25-08-2024,442,N872DN,DTW,17:46:00,17:44:00,-2,0,0,0,0,0
DL,25-08-2024,469,N877DN,DTW,14:12:00,14:13:00,1,0,0,0,0,0
DL,25-08-2024,475,N533DT,BOS,20:36:00,20:09:00,-27,0,0,0,0,0
DL,25-08-2024,509,N898DN,DTW,21:45:00,21:32:00,-13,0,0,0,0,0
DL,25-08-2024,517,N554NW,ATL,18:23:00,18:14:00,-9,0,0,0,0,0
DL,25-08-2024,531,N584NW,ATL,12:16:00,12:02:00,-14,0,0,0,0,0
DL,25-08-2024,533,N596NW,ATL,13:47:00,13:59:00,12,0,0,0,0,0
DL,25-08-2024,545,N919DU,ATL,22:38:00,22:25:00,-13,0,0,0,0,0
DL,25-08-2024,667,N721TW,JFK,23:18:00,23:09:00,-9,0,0,0,0,0
DL,25-08-2024,668,N707TW,JFK,10:16:00,10:02:00,-14,0,0,0,0,0
DL,25-08-2024,669,N711ZX,JFK,12:23:00,11:53:00,-30,0,0,0,0,0
DL,25-08-2024,670,N705TW,JFK,20:53:00,22:25:00,92,9,0,0,0,83
DL,25-08-2024,679,N178DN,JFK,18:32:00,20:25:00,113,113,0,0,0,0
DL,25-08-2024,680,N709TW,JFK,14:42:00,14:04:00,-38,0,0,0,0,0
DL,25-08-2024,756,N925DZ,MSP,17:48:00,18:17:00,29,29,0,0,0,0
DL,25-08-2024,823,N837DN,ATL,16:52:00,16:44:00,-8,0,0,0,0,0
DL,25-08-2024,858,N928DU,MSP,20:37:00,20:29:00,-8,0,0,0,0,0
DL,25-08-2024,902,N116DN,SLC,12:37:00,12:26:00,-11,0,0,0,0,0
DL,25-08-2024,916,N583NW,ATL,10:16:00,10:07:00,-9,0,0,0,0,0
DL,25-08-2024,920,N361NW,SLC,09:05:00,08:39:00,-26,0,0,0,0,0
DL,25-08-2024,977,N517DN,BOS,11:37:00,11:10:00,-27,0,0,0,0,0
DL,25-08-2024,1085,N890DN,SLC,21:50:00,21:46:00,-4,0,0,0,0,0
DL,25-08-2024,1088,N311DU,SLC,16:26:00,16:17:00,-9,0,0,0,0,0
DL,25-08-2024,1091,N131DU,SLC,00:01:00,23:58:00,-3,0,0,0,0,0
DL,25-08-2024,1421,N841DN,LAX,08:11:00,08:02:00,-9,0,0,0,0,0
DL,25-08-2024,1559,N340NW,LAX,16:44:00,16:29:00,-15,0,0,0,0,0
DL,25-08-2024,1730,N3772H,SEA,00:05:00,00:17:00,12,0,0,0,0,0
DL,25-08-2024,2054,N367NW,LAX,19:04:00,18:51:00,-13,0,0,0,0,0
DL,25-08-2024,2074,N893DN,MSP,13:08:00,13:01:00,-7,0,0,0,0,0
DL,25-08-2024,2078,N878DN,MSP,11:06:00,10:53:00,-13,0,0,0,0,0
DL,25-08-2024,2089,N880DN,MSP,23:36:00,00:37:00,61,0,61,0,0,0
DL,25-08-2024,2239,N854DN,LAX,20:15:00,20:55:00,40,0,0,40,0,0
DL,25-08-2024,2267,N841DN,LAX,13:29:00,13:19:00,-10,0,0,0,0,0
DL,25-08-2024,2272,N340NW,LAX,11:54:00,11:43:00,-11,0,0,0,0,0
DL,25-08-2024,2985,N115DU,SEA,12:13:00,12:04:00,-9,0,0,0,0,0
DL,25-08-2024,2986,N367NW,LAX,23:49:00,23:25:00,-24,0,0,0,0,0
DL,26-08-2024,315,N702TW,JFK,01:19:00,01:08:00,-11,0,0,0,0,0
DL,26-08-2024,340,N815DN,ATL,20:42:00,20:33:00,-9,0,0,0,0,0
DL,26-08-2024,361,N591NW,DTW,10:30:00,11:19:00,49,49,0,0,0,0
DL,26-08-2024,442,N888DU,DTW,17:46:00,17:35:00,-11,0,0,0,0,0
DL,26-08-2024,469,N873DN,DTW,14:12:00,14:16:00,4,0,0,0,0,0
DL,26-08-2024,475,N531DA,BOS,21:45:00,21:47:00,2,0,0,0,0,0
DL,26-08-2024,509,N867DN,DTW,21:45:00,21:31:00,-14,0,0,0,0,0
DL,26-08-2024,517,N550NW,ATL,18:23:00,18:14:00,-9,0,0,0,0,0
DL,26-08-2024,531,N594NW,ATL,12:16:00,12:09:00,-7,0,0,0,0,0
DL,26-08-2024,656,N854DN,ATL,23:24:00,23:18:00,-6,0,0,0,0,0
DL,26-08-2024,667,N721TW,JFK,23:18:00,22:43:00,-35,0,0,0,0,0
DL,26-08-2024,668,N702TW,JFK,10:16:00,10:03:00,-13,0,0,0,0,0
DL,26-08-2024,669,N705TW,JFK,12:23:00,11:51:00,-32,0,0,0,0,0
DL,26-08-2024,670,N707TW,JFK,20:53:00,20:50:00,-3,0,0,0,0,0
DL,26-08-2024,679,N710TW,JFK,18:32:00,17:38:00,-54,0,0,0,0,0
DL,26-08-2024,680,N713TW,JFK,14:42:00,14:09:00,-33,0,0,0,0,0
DL,26-08-2024,756,N837DN,MSP,17:48:00,17:34:00,-14,0,0,0,0,0
DL,26-08-2024,823,N869DN,ATL,15:49:00,15:28:00,-21,0,0,0,0,0
DL,26-08-2024,858,N910DU,MSP,20:37:00,20:22:00,-15,0,0,0,0,0
DL,26-08-2024,902,N549DN,SLC,12:37:00,12:25:00,-12,0,0,0,0,0
DL,26-08-2024,916,N593NW,ATL,10:16:00,09:55:00,-21,0,0,0,0,0
DL,26-08-2024,920,N357NW,SLC,09:05:00,08:56:00,-9,0,0,0,0,0
DL,26-08-2024,977,N539DN,BOS,11:37:00,11:12:00,-25,0,0,0,0,0
DL,26-08-2024,1088,N114DU,SLC,16:26:00,16:25:00,-1,0,0,0,0,0
DL,26-08-2024,1091,N301NB,SLC,00:04:00,23:58:00,-6,0,0,0,0,0
DL,26-08-2024,1421,N842DN,LAX,08:11:00,07:59:00,-12,0,0,0,0,0
DL,26-08-2024,1559,N352NW,LAX,16:44:00,16:19:00,-25,0,0,0,0,0
DL,26-08-2024,2054,N338NW,LAX,19:04:00,19:19:00,15,0,0,0,0,15
DL,26-08-2024,2074,N870DN,MSP,13:08:00,12:49:00,-19,0,0,0,0,0
DL,26-08-2024,2078,N863DN,MSP,11:06:00,10:52:00,-14,0,0,0,0,0
DL,26-08-2024,2202,N378DA,SEA,19:42:00,19:36:00,-6,0,0,0,0,0
DL,26-08-2024,2239,N872DN,LAX,21:18:00,21:14:00,-4,0,0,0,0,0
DL,26-08-2024,2267,N842DN,LAX,13:29:00,13:20:00,-9,0,0,0,0,0
DL,26-08-2024,2272,N389DA,LAX,11:49:00,11:25:00,-24,0,0,0,0,0
DL,26-08-2024,2985,N119DU,SEA,12:13:00,12:06:00,-7,0,0,0,0,0
DL,27-08-2024,315,N710TW,JFK,01:19:00,00:50:00,-29,0,0,0,0,0
DL,27-08-2024,340,N841DN,ATL,20:42:00,20:16:00,-26,0,0,0,0,0
DL,27-08-2024,361,N591NW,DTW,10:30:00,10:41:00,11,0,0,0,0,0
DL,27-08-2024,442,N842DN,DTW,17:46:00,17:32:00,-14,0,0,0,0,0
DL,27-08-2024,469,N928DU,DTW,14:12:00,13:54:00,-18,0,0,0,0,0
DL,27-08-2024,475,N519DT,BOS,21:45:00,21:03:00,-42,0,0,0,0,0
DL,27-08-2024,509,N878DN,DTW,21:46:00,22:34:00,48,0,36,0,0,12
DL,27-08-2024,517,N659DL,ATL,18:23:00,18:00:00,-23,0,0,0,0,0
DL,27-08-2024,531,N585NW,ATL,12:16:00,12:36:00,20,20,0,0,0,0
DL,27-08-2024,656,N837DN,ATL,23:24:00,23:14:00,-10,0,0,0,0,0
DL,27-08-2024,667,N702TW,JFK,23:18:00,22:28:00,-50,0,0,0,0,0
DL,27-08-2024,668,N710TW,JFK,10:16:00,09:52:00,-24,0,0,0,0,0
DL,27-08-2024,669,N707TW,JFK,12:23:00,11:55:00,-28,0,0,0,0,0
DL,27-08-2024,670,N721TW,JFK,20:53:00,21:50:00,57,0,0,0,0,57
DL,27-08-2024,679,N705TW,JFK,18:32:00,17:48:00,-44,0,0,0,0,0
DL,27-08-2024,680,N717TW,JFK,14:42:00,14:07:00,-35,0,0,0,0,0
DL,27-08-2024,756,N830DN,MSP,17:48:00,17:39:00,-9,0,0,0,0,0
DL,27-08-2024,823,N900DU,ATL,15:49:00,15:40:00,-9,0,0,0,0,0
DL,27-08-2024,858,N921DU,MSP,20:37:00,20:25:00,-12,0,0,0,0,0
DL,27-08-2024,902,N541DE,SLC,12:37:00,12:52:00,15,15,0,0,0,0
DL,27-08-2024,916,N594NW,ATL,10:16:00,10:14:00,-2,0,0,0,0,0
DL,27-08-2024,920,N367NW,SLC,09:05:00,09:01:00,-4,0,0,0,0,0
DL,27-08-2024,977,N574DT,BOS,11:37:00,10:53:00,-44,0,0,0,0,0
DL,27-08-2024,1088,N114DU,SLC,16:26:00,16:25:00,-1,0,0,0,0,0
DL,27-08-2024,1091,N329NB,SLC,00:04:00,23:48:00,-16,0,0,0,0,0
DL,27-08-2024,1421,N806DN,LAX,08:11:00,07:55:00,-16,0,0,0,0,0
DL,27-08-2024,1559,N373NW,LAX,16:44:00,18:14:00,90,0,0,0,0,90
DL,27-08-2024,2054,N357NW,LAX,19:04:00,18:46:00,-18,0,0,0,0,0
DL,27-08-2024,2074,N845DN,MSP,13:08:00,12:54:00,-14,0,0,0,0,0
DL,27-08-2024,2078,N876DN,MSP,11:06:00,11:02:00,-4,0,0,0,0,0
DL,27-08-2024,2202,N3773D,SEA,19:42:00,19:22:00,-20,0,0,0,0,0
DL,27-08-2024,2239,N840DN,LAX,21:18:00,21:11:00,-7,0,0,0,0,0
DL,27-08-2024,2267,N806DN,LAX,13:29:00,13:09:00,-20,0,0,0,0,0
DL,27-08-2024,2272,N389DA,LAX,11:49:00,11:26:00,-23,0,0,0,0,0
DL,27-08-2024,2985,N121DU,SEA,12:13:00,12:14:00,1,0,0,0,0,0
DL,28-08-2024,315,N721TW,JFK,01:19:00,02:53:00,94,0,0,94,0,0
DL,28-08-2024,340,N860DN,ATL,20:42:00,20:26:00,-16,0,0,0,0,0
DL,28-08-2024,361,N591NW,DTW,10:30:00,10:14:00,-16,0,0,0,0,0
DL,28-08-2024,442,N806DN,DTW,17:46:00,17:37:00,-9,0,0,0,0,0
DL,28-08-2024,469,N835DN,DTW,14:12:00,14:06:00,-6,0,0,0,0,0
DL,28-08-2024,475,N550DN,BOS,21:45:00,21:09:00,-36,0,0,0,0,0
DL,28-08-2024,509,N824DN,DTW,21:46:00,21:32:00,-14,0,0,0,0,0
DL,28-08-2024,517,N680DA,ATL,18:23:00,18:16:00,-7,0,0,0,0,0
DL,28-08-2024,531,N585NW,ATL,12:16:00,12:24:00,8,0,0,0,0,0
DL,28-08-2024,656,N912DU,ATL,23:24:00,22:58:00,-26,0,0,0,0,0
DL,28-08-2024,667,N710TW,JFK,23:18:00,22:27:00,-51,0,0,0,0,0
DL,28-08-2024,668,N705TW,JFK,10:16:00,09:52:00,-24,0,0,0,0,0
DL,28-08-2024,669,N721TW,JFK,12:23:00,12:05:00,-18,0,0,0,0,0
DL,28-08-2024,670,N702TW,JFK,20:53:00,20:34:00,-19,0,0,0,0,0
DL,28-08-2024,679,N723TW,JFK,18:32:00,18:05:00,-27,0,0,0,0,0
DL,28-08-2024,680,N717TW,JFK,14:42:00,14:15:00,-27,0,0,0,0,0
DL,28-08-2024,756,N901DN,MSP,17:48:00,18:08:00,20,20,0,0,0,0
DL,28-08-2024,823,N811DZ,ATL,15:49:00,15:51:00,2,0,0,0,0,0
DL,28-08-2024,858,N812DN,MSP,20:37:00,20:28:00,-9,0,0,0,0,0
DL,28-08-2024,902,N542DE,SLC,12:37:00,12:28:00,-9,0,0,0,0,0
DL,28-08-2024,916,N587NW,ATL,10:16:00,10:11:00,-5,0,0,0,0,0
DL,28-08-2024,920,N356NW,SLC,09:05:00,08:43:00,-22,0,0,0,0,0
DL,28-08-2024,977,N537DT,BOS,11:37:00,11:44:00,7,0,0,0,0,0
DL,28-08-2024,1088,N102DU,SLC,16:26:00,16:29:00,3,0,0,0,0,0
DL,28-08-2024,1091,N354NB,SLC,00:04:00,23:49:00,-15,0,0,0,0,0
DL,28-08-2024,1421,N836DN,LAX,08:11:00,07:55:00,-16,0,0,0,0,0
DL,28-08-2024,1559,N373NW,LAX,16:44:00,17:04:00,20,12,0,8,0,0
DL,28-08-2024,2054,N370NW,LAX,19:04:00,18:53:00,-11,0,0,0,0,0
DL,28-08-2024,2074,N887DN,MSP,13:08:00,12:46:00,-22,0,0,0,0,0
DL,28-08-2024,2078,N885DN,MSP,11:06:00,10:48:00,-18,0,0,0,0,0
DL,28-08-2024,2202,N3754A,SEA,19:42:00,19:19:00,-23,0,0,0,0,0
DL,28-08-2024,2239,N877DN,LAX,21:18:00,21:43:00,25,20,0,5,0,0
DL,28-08-2024,2267,N836DN,LAX,13:29:00,13:18:00,-11,0,0,0,0,0
DL,28-08-2024,2272,N389DA,LAX,11:54:00,12:05:00,11,0,0,0,0,0
DL,28-08-2024,2985,N132DU,SEA,12:13:00,11:51:00,-22,0,0,0,0,0
DL,29-08-2024,314,N522DA,BOS,00:47:00,00:37:00,-10,0,0,0,0,0
DL,29-08-2024,315,N723TW,JFK,01:19:00,02:40:00,81,53,0,15,0,13
DL,29-08-2024,361,N594NW,DTW,10:30:00,10:10:00,-20,0,0,0,0,0
DL,29-08-2024,442,N814DN,DTW,17:46:00,17:48:00,2,0,0,0,0,0
DL,29-08-2024,469,N879DN,DTW,14:12:00,13:59:00,-13,0,0,0,0,0
DL,29-08-2024,475,N506DA,BOS,20:36:00,20:36:00,0,0,0,0,0,0
DL,29-08-2024,509,N812DN,DTW,21:45:00,21:51:00,6,0,0,0,0,0
DL,29-08-2024,517,N547US,ATL,18:23:00,18:17:00,-6,0,0,0,0,0
DL,29-08-2024,531,N590NW,ATL,12:16:00,12:23:00,7,0,0,0,0,0
DL,29-08-2024,533,N584NW,ATL,13:47:00,13:42:00,-5,0,0,0,0,0
DL,29-08-2024,545,N802DN,ATL,22:38:00,22:41:00,3,0,0,0,0,0
DL,29-08-2024,656,N874DN,ATL,23:24:00,23:12:00,-12,0,0,0,0,0
DL,29-08-2024,667,N557NW,JFK,23:18:00,23:54:00,36,0,0,36,0,0
DL,29-08-2024,668,N723TW,JFK,10:16:00,10:05:00,-11,0,0,0,0,0
DL,29-08-2024,669,N705TW,JFK,12:23:00,12:15:00,-8,0,0,0,0,0
DL,29-08-2024,670,N721TW,JFK,20:53:00,22:14:00,81,0,0,81,0,0
DL,29-08-2024,679,N712TW,JFK,18:32:00,19:35:00,63,0,0,63,0,0
DL,29-08-2024,680,N174DN,JFK,14:42:00,16:34:00,112,112,0,0,0,0
DL,29-08-2024,756,N810DN,MSP,17:48:00,18:10:00,22,11,0,2,0,9
DL,29-08-2024,823,N912DU,ATL,16:52:00,16:49:00,-3,0,0,0,0,0
DL,29-08-2024,858,N860DN,MSP,20:47:00,21:09:00,22,0,1,0,0,21
DL,29-08-2024,902,N548DN,SLC,12:37:00,12:31:00,-6,0,0,0,0,0
DL,29-08-2024,916,N592NW,ATL,10:16:00,10:30:00,14,0,0,0,0,0
DL,29-08-2024,920,N345NW,SLC,09:05:00,08:54:00,-11,0,0,0,0,0
DL,29-08-2024,977,N515DE,BOS,11:37:00,11:05:00,-32,0,0,0,0,0
DL,29-08-2024,1085,N811DZ,SLC,21:50:00,21:30:00,-20,0,0,0,0,0
DL,29-08-2024,1088,N324DU,SLC,16:26:00,16:07:00,-19,0,0,0,0,0
DL,29-08-2024,1091,N302NB,SLC,00:04:00,23:40:00,-24,0,0,0,0,0
DL,29-08-2024,1421,N818DA,LAX,08:11:00,08:01:00,-10,0,0,0,0,0
DL,29-08-2024,1559,N341NW,LAX,16:44:00,16:24:00,-20,0,0,0,0,0
DL,29-08-2024,1730,N3757D,SEA,00:05:00,23:53:00,-12,0,0,0,0,0
DL,29-08-2024,2054,N370NW,LAX,19:04:00,20:06:00,62,6,0,0,0,56
DL,29-08-2024,2074,N858DZ,MSP,13:08:00,13:14:00,6,0,0,0,0,0
DL,29-08-2024,2078,N872DN,MSP,11:06:00,11:44:00,38,0,0,35,0,3
DL,29-08-2024,2089,N853DN,MSP,23:36:00,00:13:00,37,32,0,0,0,5
DL,29-08-2024,2239,N871DN,LAX,20:15:00,20:31:00,16,0,0,16,0,0
DL,29-08-2024,2267,N818DA,LAX,13:29:00,13:10:00,-19,0,0,0,0,0
DL,29-08-2024,2272,N341NW,LAX,11:54:00,11:42:00,-12,0,0,0,0,0
DL,29-08-2024,2985,N136DQ,SEA,12:13:00,12:16:00,3,0,0,0,0,0
DL,29-08-2024,2986,N367NW,LAX,23:49:00,23:39:00,-10,0,0,0,0,0
DL,30-08-2024,314,N521DT,BOS,00:47:00,00:03:00,-44,0,0,0,0,0
DL,30-08-2024,315,N712TW,JFK,01:19:00,01:07:00,-12,0,0,0,0,0
DL,30-08-2024,361,N583NW,DTW,10:30:00,10:06:00,-24,0,0,0,0,0
DL,30-08-2024,442,N813DN,DTW,17:46:00,17:43:00,-3,0,0,0,0,0
DL,30-08-2024,469,N891DN,DTW,14:12:00,14:03:00,-9,0,0,0,0,0
DL,30-08-2024,475,N545DE,BOS,20:36:00,19:46:00,-50,0,0,0,0,0
DL,30-08-2024,509,N889DN,DTW,21:45:00,21:35:00,-10,0,0,0,0,0
DL,30-08-2024,517,N682DA,ATL,18:23:00,18:07:00,-16,0,0,0,0,0
DL,30-08-2024,531,N582NW,ATL,12:16:00,12:15:00,-1,0,0,0,0,0
DL,30-08-2024,533,N594NW,ATL,13:47:00,14:09:00,22,0,0,22,0,0
DL,30-08-2024,545,N803DN,ATL,22:38:00,22:19:00,-19,0,0,0,0,0
DL,30-08-2024,656,N888DU,ATL,23:24:00,00:10:00,46,46,0,0,0,0
DL,30-08-2024,667,N702TW,JFK,23:18:00,22:44:00,-34,0,0,0,0,0
DL,30-08-2024,668,N712TW,JFK,10:16:00,10:58:00,42,0,0,17,0,25
DL,30-08-2024,669,N721TW,JFK,12:23:00,12:51:00,28,0,0,0,0,28
DL,30-08-2024,670,N723TW,JFK,20:53:00,20:16:00,-37,0,0,0,0,0
DL,30-08-2024,679,N707TW,JFK,18:32:00,17:51:00,-41,0,0,0,0,0
DL,30-08-2024,680,N710TW,JFK,14:42:00,14:17:00,-25,0,0,0,0,0
DL,30-08-2024,756,N848DN,MSP,17:48:00,17:33:00,-15,0,0,0,0,0
DL,30-08-2024,823,N811DZ,ATL,16:52:00,16:28:00,-24,0,0,0,0,0
DL,30-08-2024,858,N860DN,MSP,20:45:00,20:45:00,0,0,0,0,0,0
DL,30-08-2024,902,N537DT,SLC,12:37:00,12:37:00,0,0,0,0,0,0
DL,30-08-2024,916,N591NW,ATL,10:16:00,10:01:00,-15,0,0,0,0,0
DL,30-08-2024,920,N338NW,SLC,09:05:00,08:54:00,-11,0,0,0,0,0
DL,30-08-2024,977,N504DZ,BOS,11:37:00,10:57:00,-40,0,0,0,0,0
DL,30-08-2024,1085,N898DN,SLC,21:50:00,21:52:00,2,0,0,0,0,0
DL,30-08-2024,1088,N317DU,SLC,16:26:00,17:29:00,63,63,0,0,0,0
DL,30-08-2024,1091,N359NB,SLC,00:04:00,23:37:00,-27,0,0,0,0,0
DL,30-08-2024,1421,N832DN,LAX,08:11:00,07:52:00,-19,0,0,0,0,0
DL,30-08-2024,1559,N352NW,LAX,16:44:00,17:05:00,21,0,0,0,0,21
DL,30-08-2024,1730,N3764D,SEA,00:05:00,23:55:00,-10,0,0,0,0,0
DL,30-08-2024,2054,N367NW,LAX,19:04:00,18:55:00,-9,0,0,0,0,0
DL,30-08-2024,2074,N872DN,MSP,13:08:00,13:14:00,6,0,0,0,0,0
DL,30-08-2024,2078,N919DU,MSP,11:06:00,11:02:00,-4,0,0,0,0,0
DL,30-08-2024,2089,N841DN,MSP,23:36:00,23:33:00,-3,0,0,0,0,0
DL,30-08-2024,2239,N824DN,LAX,20:15:00,20:13:00,-2,0,0,0,0,0
DL,30-08-2024,2267,N832DN,LAX,13:29:00,14:10:00,41,0,0,41,0,0
DL,30-08-2024,2272,N352NW,LAX,11:54:00,12:09:00,15,0,0,15,0,0
DL,30-08-2024,2985,N131DU,SEA,12:13:00,12:34:00,21,0,0,21,0,0
DL,30-08-2024,2986,N371NW,LAX,23:49:00,23:26:00,-23,0,0,0,0,0
DL,31-08-2024,340,N852DN,ATL,20:42:00,20:30:00,-12,0,0,0,0,0
DL,31-08-2024,361,N591NW,DTW,10:30:00,09:56:00,-34,0,0,0,0,0
DL,31-08-2024,442,N393DN,DTW,17:55:00,17:45:00,-10,0,0,0,0,0
DL,31-08-2024,469,N900DU,DTW,14:13:00,13:53:00,-20,0,0,0,0,0
DL,31-08-2024,475,N539DN,BOS,22:48:00,22:05:00,-43,0,0,0,0,0
DL,31-08-2024,531,N582NW,ATL,12:16:00,11:59:00,-17,0,0,0,0,0
DL,31-08-2024,533,N659DL,ATL,13:48:00,13:25:00,-23,0,0,0,0,0
DL,31-08-2024,545,N855DN,ATL,22:48:00,22:29:00,-19,0,0,0,0,0
DL,31-08-2024,667,N712TW,JFK,23:18:00,02:14:00,176,114,0,0,0,62
DL,31-08-2024,668,N707TW,JFK,10:48:00,10:08:00,-40,0,0,0,0,0
DL,31-08-2024,670,N702TW,JFK,20:53:00,20:25:00,-28,0,0,0,0,0
DL,31-08-2024,679,N718TW,JFK,18:32:00,18:37:00,5,0,0,0,0,0
DL,31-08-2024,680,N710TW,JFK,13:42:00,13:28:00,-14,0,0,0,0,0
DL,31-08-2024,756,N889DN,MSP,17:48:00,17:20:00,-28,0,0,0,0,0
DL,31-08-2024,823,N888DU,ATL,16:52:00,16:35:00,-17,0,0,0,0,0
DL,31-08-2024,858,N839DN,MSP,20:47:00,20:34:00,-13,0,0,0,0,0
DL,31-08-2024,902,N517DN,SLC,12:37:00,12:20:00,-17,0,0,0,0,0
DL,31-08-2024,916,N596NW,ATL,10:16:00,10:04:00,-12,0,0,0,0,0
DL,31-08-2024,920,N352NW,SLC,09:05:00,08:58:00,-7,0,0,0,0,0
DL,31-08-2024,977,N519DT,BOS,11:37:00,13:54:00,137,115,0,0,0,22
DL,31-08-2024,1056,N876DN,SEA,19:42:00,19:21:00,-21,0,0,0,0,0
DL,31-08-2024,1088,N347NW,SLC,16:17:00,16:06:00,-11,0,0,0,0,0
DL,31-08-2024,1091,N137DU,SLC,22:54:00,22:34:00,-20,0,0,0,0,0
DL,31-08-2024,1421,N832DN,LAX,08:11:00,07:54:00,-17,0,0,0,0,0
DL,31-08-2024,1559,N371NW,LAX,16:44:00,16:28:00,-16,0,0,0,0,0
DL,31-08-2024,2054,N900DU,LAX,19:18:00,19:12:00,-6,0,0,0,0,0
DL,31-08-2024,2074,N930DZ,MSP,13:08:00,12:46:00,-22,0,0,0,0,0
DL,31-08-2024,2078,N928DU,MSP,11:06:00,10:46:00,-20,0,0,0,0,0
DL,31-08-2024,2239,N371NW,LAX,21:38:00,23:11:00,93,93,0,0,0,0
DL,31-08-2024,2267,N832DN,LAX,13:29:00,13:16:00,-13,0,0,0,0,0
DL,31-08-2024,2985,N133DU,SEA,12:13:00,12:09:00,-4,0,0,0,0,0
