STATION,DATE,REPORT_TYPE,SOURCE,AWND,BackupDirection,BackupDistance,BackupDistanceUnit,BackupElements,BackupElevation,BackupElevationUnit,BackupEquipment,BackupLatitude,BackupLongitude,BackupName,CDSD,CLDD,DSNW,DYHF,DYTS,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,HDSD,HTDD,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,MonthlyAverageRH,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT32Temp,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithLT32Temp,MonthlyDepartureFromNormalAverageTemperature,MonthlyDepartureFromNormalCoolingDegreeDays,MonthlyDepartureFromNormalHeatingDegreeDays,MonthlyDepartureFromNormalMaximumTemperature,MonthlyDepartureFromNormalMinimumTemperature,MonthlyDepartureFromNormalPrecipitation,MonthlyDewpointTemperature,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureValueDate,MonthlyMaxSeaLevelPressureValueTime,MonthlyMaximumTemperature,MonthlyMeanTemperature,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureValueDate,MonthlyMinSeaLevelPressureValueTime,MonthlyMinimumTemperature,MonthlySeaLevelPressure,MonthlyStationPressure,MonthlyTotalLiquidPrecipitation,MonthlyTotalSnowfall,MonthlyWetBulb,NormalsCoolingDegreeDay,NormalsHeatingDegreeDay,REM,REPORT_TYPE2,SOURCE3,ShortDurationEndDate005,ShortDurationEndDate010,ShortDurationEndDate015,ShortDurationEndDate020,ShortDurationEndDate030,ShortDurationEndDate045,ShortDurationEndDate060,ShortDurationEndDate080,ShortDurationEndDate100,ShortDurationEndDate120,ShortDurationEndDate150,ShortDurationEndDate180,ShortDurationPrecipitationValue005,ShortDurationPrecipitationValue010,ShortDurationPrecipitationValue015,ShortDurationPrecipitationValue020,ShortDurationPrecipitationValue030,ShortDurationPrecipitationValue045,ShortDurationPrecipitationValue060,ShortDurationPrecipitationValue080,ShortDurationPrecipitationValue100,ShortDurationPrecipitationValue120,ShortDurationPrecipitationValue150,ShortDurationPrecipitationValue180,Sunrise,Sunset,WindEquipmentChangeDate
99999923272,2024-08-11T23:59:00,SOD  ,6,,,,,,,,,,,,,,,,,,58,,,,,,0,-2.2,7,63,53,,2237,0,,,,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD18924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0    24 HR MAX TEMP (F): 6324 HR MIN TEMP (F): 5324 HR AVG TEMP (F): 58DEPART FROM NORMAL: -3  HEATING DEGREE DAYS:  7 COOLING DEGREE DAYS:  0,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,522,1906,
99999923272,2024-08-12T23:59:00,SOD  ,6,,,,,,,,,,,,,,,,,,59,,,,,,0,-1.2,6,64,53,,2237,0,,,,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD18924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0    24 HR MAX TEMP (F): 6424 HR MIN TEMP (F): 5324 HR AVG TEMP (F): 59DEPART FROM NORMAL: -3  HEATING DEGREE DAYS:  6 COOLING DEGREE DAYS:  0,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,523,1905,
99999923272,2024-08-13T23:59:00,SOD  ,6,,,,,,,,,,,,,,,,,,62,,,,,,0,1.8,3,70,54,,2237,0,,,,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD18924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0    24 HR MAX TEMP (F): 7024 HR MIN TEMP (F): 5424 HR AVG TEMP (F): 62DEPART FROM NORMAL:  0  HEATING DEGREE DAYS:  3 COOLING DEGREE DAYS:  0,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,524,1904,
99999923272,2024-08-14T23:59:00,SOD  ,6,,,,,,,,,,,,,,,,,,60,,,,,,0,-0.2,5,65,54,,2237,0,,,,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD18924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0    24 HR MAX TEMP (F): 6524 HR MIN TEMP (F): 5424 HR AVG TEMP (F): 60DEPART FROM NORMAL: -2  HEATING DEGREE DAYS:  5 COOLING DEGREE DAYS:  0,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,525,1903,
99999923272,2024-08-15T23:59:00,SOD  ,6,,,,,,,,,,,,,,,,,,62,,,,,,0,1.8,3,69,54,,2237,0,,,,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD18924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0    24 HR MAX TEMP (F): 6924 HR MIN TEMP (F): 5424 HR AVG TEMP (F): 62DEPART FROM NORMAL:  0  HEATING DEGREE DAYS:  3 COOLING DEGREE DAYS:  0,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,526,1901,
99999923272,2024-08-16T23:59:00,SOD  ,6,,,,,,,,,,,,,,,,,,63,,,,,,0,2.7,2,70,55,,2237,0,,,,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD18924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0    24 HR MAX TEMP (F): 7024 HR MIN TEMP (F): 5524 HR AVG TEMP (F): 63DEPART FROM NORMAL:  1  HEATING DEGREE DAYS:  2 COOLING DEGREE DAYS:  0,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,527,1900,
99999923272,2024-08-17T23:59:00,SOD  ,6,,,,,,,,,,,,,,,,,,65,,,,,,0,4.7,0,73,57,,2237,0,,,,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD18924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0    24 HR MAX TEMP (F): 7324 HR MIN TEMP (F): 5724 HR AVG TEMP (F): 65DEPART FROM NORMAL:  3  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  0,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,528,1859,
99999923272,2024-08-18T23:59:00,SOD  ,6,,,,,,,,,,,,,,,,,,62,,,,,,0,1.7,3,67,57,,2237,0,,,,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD18924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0    24 HR MAX TEMP (F): 6724 HR MIN TEMP (F): 5724 HR AVG TEMP (F): 62DEPART FROM NORMAL:  0  HEATING DEGREE DAYS:  3 COOLING DEGREE DAYS:  0,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,529,1857,
99999923272,2024-08-19T23:59:00,SOD  ,6,,,,,,,,,,,,,,,,,,62,,,,,,0,1.7,3,68,55,,2237,0,,,,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD18924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0    24 HR MAX TEMP (F): 6824 HR MIN TEMP (F): 5524 HR AVG TEMP (F): 62DEPART FROM NORMAL:  0  HEATING DEGREE DAYS:  3 COOLING DEGREE DAYS:  0,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,529,1856,
99999923272,2024-08-20T23:59:00,SOD  ,6,,,,,,,,,,,,,,,,,,65,,,,,,0,4.7,0,74,55,,2237,0,,,,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD18924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0    24 HR MAX TEMP (F): 7424 HR MIN TEMP (F): 5524 HR AVG TEMP (F): 65DEPART FROM NORMAL:  3  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  0,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,530,1855,
99999923272,2024-08-21T23:59:00,SOD  ,6,,,,,,,,,,,,,,,,,,62,,,,,,0,1.7,3,67,57,,2237,0,,,,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD18924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0    24 HR MAX TEMP (F): 6724 HR MIN TEMP (F): 5724 HR AVG TEMP (F): 62DEPART FROM NORMAL:  0  HEATING DEGREE DAYS:  3 COOLING DEGREE DAYS:  0,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,531,1853,
99999923272,2024-08-22T23:59:00,SOD  ,6,,,,,,,,,,,,,,,,,,64,,,,,,0,3.6,1,69,58,,2237,0,,,,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD18924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0    24 HR MAX TEMP (F): 6924 HR MIN TEMP (F): 5824 HR AVG TEMP (F): 64DEPART FROM NORMAL:  2  HEATING DEGREE DAYS:  1 COOLING DEGREE DAYS:  0,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,532,1852,
99999923272,2024-08-23T23:59:00,SOD  ,6,,,,,,,,,,,,,,,,,,64,,,,,,0,3.6,1,69,58,,2237,0,,,,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD18924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0    24 HR MAX TEMP (F): 6924 HR MIN TEMP (F): 5824 HR AVG TEMP (F): 64DEPART FROM NORMAL:  2  HEATING DEGREE DAYS:  1 COOLING DEGREE DAYS:  0,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,533,1851,
99999923272,2024-08-24T09:59:00,FM-15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM-15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
99999923272,2024-08-24T23:59:00,SOD  ,6,,,,,,,,,,,,,,,,,,66,,,,,,1,5.6,0,72,60,,2237,0.04,,,,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD18924 HR PRECIPITATION (IN): 0.04 SNOW DEPTH (IN):0    24 HR MAX TEMP (F): 7224 HR MIN TEMP (F): 6024 HR AVG TEMP (F): 66DEPART FROM NORMAL:  4  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  1,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,534,1849,
